location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,city,state
"biggs, ca",accident,2013-05-09,united states,fatal,airplane,schweizer aircraft corp,g-164b,1.0,turbo prop,0.0,0.0,0.0,0.0,392522N,1214549W,no,biggs,ca
"fredericksburg, tx",accident,2013-05-09,united states,fatal,airplane,cessna,182t,1.0,reciprocating,2.0,0.0,0.0,0.0,301422N,0098536W,no,fredericksburg,tx
"selma, nc",accident,2013-05-09,united states,non-fatal,airplane,piper,j3c-65,1.0,reciprocating,0.0,0.0,2.0,0.0,035343N,0078170W,no,selma,nc
"jacksonville, nc",accident,2013-05-09,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,344945N,0773644W,no,jacksonville,nc
"clewiston, fl",accident,2013-05-09,united states,non-fatal,airplane,cessna,182g,1.0,reciprocating,0.0,0.0,0.0,0.0,026446N,0008133W,no,clewiston,fl
"thief river falls, mn",accident,2013-05-09,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,048356N,0096116W,no,thief river falls,mn
"dallas, tx",accident,2013-05-09,united states,non-fatal,airplane,airbus,320,2.0,turbo fan,0.0,1.0,0.0,1.0,325348N,0097213W,no,dallas,tx
"newcastle, wy",accident,2013-05-10,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,455246N,1041834W,no,newcastle,wy
"phoenix, az",incident,2013-05-10,united states,non-fatal,airplane,boeing,737-7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,033262N,0112025W,no,phoenix,az
"cocoa beach, fl",accident,2013-05-10,united states,non-fatal,airplane,general atomics,mq-9,1.0,turbo prop,0.0,0.0,0.0,0.0,028283N,0080340W,no,cocoa beach,fl
"loxahatchee, fl",accident,2013-05-11,united states,non-fatal,airplane,piper,pa-44-180t,2.0,reciprocating,0.0,0.0,0.0,0.0,264822N,0802635W,no,loxahatchee,fl
"groesbeck, tx",accident,2013-05-11,united states,non-fatal,airplane,cessna,140,1.0,reciprocating,0.0,0.0,0.0,0.0,313110N,0963149W,no,groesbeck,tx
"flushing, ny",accident,2013-05-11,united states,non-fatal,airplane,embraer-empresa brasileira de,erj 170-200 lr,2.0,turbo fan,0.0,1.0,0.0,1.0,404638N,0735221W,no,flushing,ny
"pella, ia",accident,2013-05-12,united states,non-fatal,airplane,piper,pa-22-160,1.0,reciprocating,0.0,0.0,0.0,0.0,041244N,0925645W,no,pella,ia
"mcminnville, or",accident,2013-05-13,united states,non-fatal,airplane,gates learjet corp.,35a,2.0,turbo fan,0.0,0.0,0.0,0.0,451125N,0012395W,no,mcminnville,or
"southwick, ma",accident,2013-05-13,united states,non-fatal,airplane,cessna,182e,1.0,reciprocating,0.0,0.0,0.0,0.0,042428N,0072493W,no,southwick,ma
"meriden, ks",accident,2013-05-13,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,039930N,0953530W,no,meriden,ks
"roxboro, nc",accident,2013-05-13,united states,non-fatal,airplane,cessna,170b,1.0,reciprocating,0.0,0.0,0.0,0.0,036174N,0078594W,no,roxboro,nc
"nikiski, ak",accident,2013-05-13,united states,non-fatal,airplane,piper,pa-18a,1.0,reciprocating,0.0,0.0,0.0,0.0,601026N,0152430W,no,nikiski,ak
"galena, ks",accident,2013-05-14,united states,non-fatal,airplane,piper,pa-36-285,1.0,reciprocating,0.0,0.0,1.0,0.0,003748N,0943953W,no,galena,ks
"oxford, nc",accident,2013-05-14,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,352141N,0783145W,no,oxford,nc
"ankeny, ia",accident,2013-05-14,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,414128N,0933359W,no,ankeny,ia
"friday harbor, wa",accident,2013-05-14,united states,non-fatal,airplane,cessna,u206g,1.0,reciprocating,0.0,0.0,0.0,0.0,483119N,0123127W,no,friday harbor,wa
"carson city, nv",accident,2013-05-15,united states,non-fatal,airplane,cessna,182p,1.0,reciprocating,0.0,0.0,0.0,0.0,039813N,0119522W,no,carson city,nv
"pine bluffs, wy",accident,2013-05-15,united states,non-fatal,airplane,cessna,t188c,1.0,reciprocating,0.0,0.0,0.0,0.0,004191N,0104108W,no,pine bluffs,wy
"san carlos, ca",accident,2013-05-16,united states,non-fatal,airplane,cessna,195a,1.0,reciprocating,0.0,0.0,0.0,0.0,373043N,1221458W,no,san carlos,ca
"abbeville, la",accident,2013-05-16,united states,non-fatal,airplane,cessna,172rg,1.0,reciprocating,0.0,0.0,0.0,0.0,295819N,0009252W,no,abbeville,la
"butte city, ca",accident,2013-05-16,united states,non-fatal,airplane,schweizer aircraft corp,g-164d,1.0,turbo prop,0.0,0.0,1.0,0.0,392735N,1215545W,no,butte city,ca
"floriston, ca",accident,2013-05-16,united states,fatal,airplane,cessna,421c,2.0,reciprocating,1.0,0.0,0.0,0.0,392758N,0120252W,no,floriston,ca
"dallas, tx",incident,2013-05-16,united states,non-fatal,airplane,cirrus,sr22,1.0,reciprocating,0.0,0.0,0.0,0.0,325738N,0964945W,no,dallas,tx
"cambridge, mn",accident,2013-05-17,united states,non-fatal,airplane,stinson,108-1,1.0,reciprocating,0.0,0.0,0.0,0.0,453325N,0931549W,no,cambridge,mn
"east moriches, ny",accident,2013-05-17,united states,non-fatal,airplane,cessna,182d,1.0,reciprocating,0.0,0.0,0.0,0.0,404929N,0072453W,no,east moriches,ny
"newark, nj",accident,2013-05-18,united states,non-fatal,airplane,bombardier,dhc8,2.0,turbo prop,0.0,0.0,0.0,0.0,404133N,0074107W,no,newark,nj
"fremont, mi",accident,2013-05-18,united states,non-fatal,airplane,cessna,182c,1.0,reciprocating,0.0,0.0,0.0,0.0,432622N,0855942W,no,fremont,mi
"oskaloosa, ia",accident,2013-05-18,united states,non-fatal,airplane,piper,pa-28-161,1.0,reciprocating,0.0,0.0,3.0,0.0,041122N,0922957W,no,oskaloosa,ia
"geneva, fl",accident,2013-05-18,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,1.0,0.0,1.0,284358N,0081443W,no,geneva,fl
"wenatchee, wa",accident,2013-05-18,united states,non-fatal,airplane,cessna,210-5a,1.0,reciprocating,0.0,0.0,0.0,0.0,472334N,1201154W,no,wenatchee,wa
"auburn, ca",accident,2013-05-19,united states,fatal,airplane,cessna,170b,1.0,reciprocating,2.0,0.0,0.0,0.0,385721N,0121414W,no,auburn,ca
"chandler, az",accident,2013-05-19,united states,non-fatal,airplane,piper,pa-32r-301t,1.0,reciprocating,0.0,0.0,0.0,0.0,033168N,1114840W,no,chandler,az
"juneau, ak",accident,2013-05-19,united states,non-fatal,airplane,piper,pa-16,1.0,reciprocating,0.0,0.0,1.0,0.0,582435N,0134519W,no,juneau,ak
"big lake, ak",accident,2013-05-19,united states,non-fatal,airplane,maule,m-6-235,1.0,reciprocating,0.0,0.0,0.0,0.0,612324N,1495020W,no,big lake,ak
"tucson, az",accident,2013-05-19,united states,non-fatal,airplane,globe,gc-1b,1.0,reciprocating,0.0,0.0,0.0,0.0,032832N,1111029W,no,tucson,az
"atlanta, ga",incident,2013-05-19,united states,non-fatal,airplane,boeing,747,4.0,turbo fan,0.0,0.0,0.0,0.0,333827N,0842540W,no,atlanta,ga
"lapeer, mi",incident,2013-05-21,united states,non-fatal,airplane,rockwell international,114,1.0,reciprocating,0.0,0.0,0.0,0.0,043359N,0831617W,no,lapeer,mi
"englewood, co",accident,2013-05-22,united states,non-fatal,airplane,diamond aircraft ind inc,da 20-c1,1.0,reciprocating,0.0,0.0,2.0,0.0,393413N,1045058W,no,englewood,co
"erie, co",accident,2013-05-22,united states,non-fatal,airplane,cessna,162,1.0,reciprocating,0.0,0.0,0.0,0.0,040037N,0105253W,no,erie,co
"atlanta, ga",accident,2013-05-23,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,0.0,0.0,0.0,335219N,0084184W,no,atlanta,ga
"longview, tx",accident,2013-05-23,united states,non-fatal,airplane,air tractor inc,at-602,1.0,turbo prop,0.0,0.0,0.0,0.0,032322N,0944241W,no,longview,tx
"truckee, ca",accident,2013-05-23,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,392859N,1201542W,no,truckee,ca
"beaumont, tx",accident,2013-05-23,united states,non-fatal,airplane,stinson,108-3,1.0,reciprocating,0.0,0.0,1.0,0.0,030413N,0941254W,no,beaumont,tx
"greenwood, ms",accident,2013-05-23,united states,non-fatal,airplane,cessna,180j,1.0,reciprocating,0.0,0.0,0.0,0.0,033280N,0090110W,no,greenwood,ms
"truckee, ca",accident,2013-05-23,united states,non-fatal,airplane,american,aa-1,1.0,reciprocating,0.0,1.0,0.0,1.0,391946N,1201422W,no,truckee,ca
"danville, in",accident,2013-05-23,united states,non-fatal,airplane,cessna,170b,1.0,reciprocating,0.0,0.0,0.0,0.0,394448N,0862831W,no,danville,in
"cross timbers, mo",accident,2013-05-24,united states,fatal,helicopter,robinson helicopter company,r44 ii,1.0,reciprocating,2.0,0.0,0.0,0.0,038221N,0931717W,no,cross timbers,mo
"johnstown, ny",accident,2013-05-24,united states,fatal,airplane,piper,pa-34-200t,2.0,reciprocating,3.0,0.0,0.0,0.0,043225N,0074312W,no,johnstown,ny
"wheatland, wy",accident,2013-05-24,united states,non-fatal,airplane,air tractor inc,at-301,1.0,reciprocating,0.0,0.0,0.0,0.0,042311N,0105037W,no,wheatland,wy
"alpine, wy",accident,2013-05-25,united states,non-fatal,airplane,cessna,182r,1.0,reciprocating,0.0,0.0,0.0,0.0,043113N,0111220W,no,alpine,wy
"york, sc",accident,2013-05-25,united states,non-fatal,airplane,flightstar sportplanes,flightstar ii,1.0,reciprocating,0.0,0.0,2.0,0.0,035133N,0081156W,no,york,sc
"emporia, ks",accident,2013-05-25,united states,non-fatal,airplane,cessna,tr182,1.0,reciprocating,0.0,0.0,0.0,0.0,381950N,0961123W,no,emporia,ks
"wenatchee, wa",accident,2013-05-26,united states,non-fatal,helicopter,hiller,uh-12e,1.0,reciprocating,0.0,0.0,1.0,0.0,472332N,1201213W,no,wenatchee,wa
"kernville, ca",accident,2013-05-26,united states,non-fatal,airplane,beech,v35b,1.0,reciprocating,0.0,0.0,0.0,0.0,354325N,0118257W,no,kernville,ca
"macon, ga",accident,2013-05-27,united states,fatal,airplane,piper,pa-32r-300,1.0,reciprocating,2.0,0.0,0.0,0.0,323950N,0833611W,no,macon,ga
"page, az",accident,2013-05-28,united states,non-fatal,airplane,piper,pa-31-350,2.0,reciprocating,0.0,0.0,0.0,0.0,365357N,1112726W,no,page,az
"mountainaire, az",accident,2013-05-28,united states,fatal,airplane,raytheon aircraft company,a36,1.0,reciprocating,2.0,0.0,0.0,0.0,035458N,0111404W,no,mountainaire,az
"napakiak, ak",accident,2013-05-28,united states,non-fatal,airplane,taylorcraft aviation corp,f19,1.0,reciprocating,0.0,0.0,0.0,0.0,604115N,1615825W,no,napakiak,ak
"elyria, oh",accident,2013-05-30,united states,non-fatal,airplane,evektor-aerotechnik as,sportstar plus,1.0,reciprocating,0.0,0.0,0.0,0.0,412039N,0821040W,no,elyria,oh
"brevard, nc",accident,2013-05-30,united states,non-fatal,airplane,cessna,182p,1.0,reciprocating,0.0,0.0,1.0,0.0,351321N,0824336W,no,brevard,nc
"ellenville, ny",accident,2013-05-30,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,1.0,0.0,041413N,0074215W,no,ellenville,ny
"king salmon, ak",accident,2013-05-30,united states,non-fatal,airplane,cessna,u206g,1.0,reciprocating,0.0,0.0,0.0,0.0,583317N,1554623W,no,king salmon,ak
"eatonville, wa",accident,2013-05-31,united states,non-fatal,airplane,cessna,172a,1.0,reciprocating,0.0,0.0,2.0,0.0,465218N,1221526W,no,eatonville,wa
"herndon, va",accident,2013-05-31,united states,non-fatal,airplane,cessna,177b,1.0,reciprocating,0.0,0.0,2.0,0.0,385754N,0772455W,no,herndon,va
"san martin, ca",accident,2013-05-31,united states,non-fatal,airplane,bellanca,7eca,1.0,reciprocating,0.0,0.0,0.0,0.0,037432N,1213529W,no,san martin,ca
"anthem, az",accident,2013-05-31,united states,fatal,airplane,piper,pa-28-181,1.0,reciprocating,4.0,0.0,0.0,0.0,335153N,0112125W,no,anthem,az
"linden, nj",accident,2013-05-31,united states,fatal,airplane,diamond aircraft ind inc,da 20-c1,1.0,reciprocating,1.0,1.0,0.0,1.0,403718N,0741510W,no,linden,nj
"concord, nh",accident,2013-05-31,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,431210N,0071308W,no,concord,nh
"millinocket, me",accident,2013-05-31,united states,non-fatal,airplane,cessna,172l,1.0,reciprocating,0.0,0.0,0.0,0.0,453852N,0068418W,no,millinocket,me
"fairbanks, ak",accident,2013-05-31,united states,non-fatal,airplane,cessna,u206a,1.0,reciprocating,0.0,0.0,0.0,0.0,645124N,1485118W,no,fairbanks,ak
"hollywood, fl",accident,2013-05-31,united states,non-fatal,airplane,piper,pa-25-260,1.0,reciprocating,0.0,0.0,0.0,0.0,002607N,0080244W,no,hollywood,fl
"williamson, sc",accident,2013-06-01,united states,non-fatal,airplane,globe,gc-1b,1.0,reciprocating,0.0,2.0,0.0,2.0,034356N,0822030W,no,williamson,sc
"payson, az",accident,2013-06-01,united states,non-fatal,airplane,cub crafters inc,cc11-100,1.0,reciprocating,0.0,0.0,0.0,0.0,034922N,1114322W,no,payson,az
"la grande, or",accident,2013-06-01,united states,non-fatal,airplane,beech,a23-24,1.0,reciprocating,0.0,0.0,0.0,0.0,461724N,0118024W,no,la grande,or
"fredericksburg, pa",accident,2013-06-01,united states,non-fatal,airplane,maule,m-4-220c,1.0,reciprocating,0.0,0.0,1.0,0.0,402634N,0762629W,no,fredericksburg,pa
"hamlin, tx",accident,2013-06-01,united states,non-fatal,airplane,rockwell international,s-2r,1.0,turbo prop,0.0,0.0,1.0,0.0,325058N,0100811W,no,hamlin,tx
"sturgeon bay, wi",accident,2013-06-01,united states,non-fatal,airplane,cessna,tp206b,1.0,reciprocating,0.0,0.0,0.0,0.0,445037N,0872518W,no,sturgeon bay,wi
"bridgeport, ca",accident,2013-06-02,united states,non-fatal,airplane,cessna,182p,1.0,reciprocating,0.0,1.0,3.0,1.0,381531N,1191313W,no,bridgeport,ca
"lansing, il",accident,2013-06-03,united states,non-fatal,helicopter,robinson helicopter,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,041326N,0873146W,no,lansing,il
"tallahassee, fl",incident,2013-06-03,united states,non-fatal,airplane,piper,pa-34-200t,2.0,reciprocating,0.0,0.0,0.0,0.0,302349N,0084213W,no,tallahassee,fl
"west palm beach, fl",accident,2013-06-03,united states,non-fatal,airplane,piper,pa-46-500tp,1.0,turbo prop,0.0,0.0,0.0,0.0,263847N,0801739W,no,west palm beach,fl
"burlington, wa",accident,2013-06-04,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,482829N,1222529W,no,burlington,wa
"elkton, ky",accident,2013-06-04,united states,non-fatal,airplane,stinson,108,1.0,reciprocating,0.0,0.0,2.0,0.0,364810N,0871035W,no,elkton,ky
"petersburg, ak",accident,2013-06-04,united states,fatal,airplane,dehavilland,beaver dhc-2 mk.1,1.0,reciprocating,1.0,2.0,4.0,2.0,056475N,0132345W,no,petersburg,ak
"lebanon, in",accident,2013-06-04,united states,non-fatal,airplane,stinson,108,1.0,reciprocating,0.0,0.0,0.0,0.0,040026N,0862625W,no,lebanon,in
"cuttyhunk, ma",accident,2013-06-05,united states,fatal,airplane,maule,bee dee m-4-210,1.0,reciprocating,1.0,0.0,0.0,0.0,412432N,0070562W,no,cuttyhunk,ma
"concord, nh",accident,2013-06-05,united states,non-fatal,airplane,flight design,ctls,1.0,reciprocating,0.0,0.0,0.0,0.0,431210N,0071308W,no,concord,nh
"glennallen, ak",accident,2013-06-05,united states,non-fatal,airplane,piper,pa 16,1.0,reciprocating,0.0,0.0,0.0,0.0,006264N,1453147W,no,glennallen,ak
"los angeles, ca",accident,2013-06-06,united states,non-fatal,helicopter,robinson helicopter company,r44 ii,1.0,reciprocating,0.0,0.0,2.0,0.0,034729N,1181728W,no,los angeles,ca
"covington, ok",accident,2013-06-06,united states,non-fatal,airplane,grumman acft eng cor-schweizer,g-164b,1.0,reciprocating,0.0,0.0,0.0,0.0,361733N,0973535W,no,covington,ok
"new braunfels, tx",accident,2013-06-06,united states,non-fatal,helicopter,robinson helicopter company,r22 beta,1.0,reciprocating,0.0,0.0,1.0,0.0,293818N,0009820W,no,new braunfels,tx
"pontiac, mi",accident,2013-06-06,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,0.0,0.0,423956N,0832513W,no,pontiac,mi
"ludlow, sd",accident,2013-06-07,united states,fatal,airplane,weatherly aviation co inc,620b,1.0,reciprocating,1.0,0.0,0.0,0.0,455041N,0103858W,no,ludlow,sd
"baker, la",accident,2013-06-07,united states,fatal,airplane,hawker beechcraft,b200gt,2.0,turbo prop,1.0,0.0,0.0,0.0,303435N,0091813W,no,baker,la
"chiloquin, or",accident,2013-06-07,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,0.0,2.0,0.0,423445N,1215244W,no,chiloquin,or
"minot, nd",accident,2013-06-07,united states,non-fatal,airplane,cessna,140,1.0,reciprocating,0.0,0.0,1.0,0.0,482456N,1012128W,no,minot,nd
"nervino, ca",accident,2013-06-07,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,039494N,0120216W,no,nervino,ca
"boynton beach, fl",accident,2013-06-08,united states,fatal,airplane,cessna,340a,2.0,reciprocating,1.0,0.0,0.0,0.0,263040N,0802415W,no,boynton beach,fl
"mosca, co",accident,2013-06-08,united states,fatal,airplane,piper,pa-28-140,1.0,reciprocating,2.0,1.0,0.0,1.0,037511N,0105267W,no,mosca,co
"ozark, al",accident,2013-06-08,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,312555N,0853714W,no,ozark,al
"peyton, co",accident,2013-06-09,united states,non-fatal,airplane,beech,c24r,1.0,reciprocating,0.0,0.0,0.0,0.0,385645N,1043411W,no,peyton,co
"ann arbor, mi",accident,2013-06-09,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,421321N,0834448W,no,ann arbor,mi
"plainville, ct",accident,2013-06-09,united states,non-fatal,airplane,cessna,170,1.0,reciprocating,0.0,0.0,0.0,0.0,414113N,0725131W,no,plainville,ct
"farnsworth, tx",accident,2013-06-09,united states,non-fatal,airplane,air tractor inc,at-301,1.0,reciprocating,0.0,0.0,0.0,0.0,361916N,1005759W,no,farnsworth,tx
"oklahoma city, ok",accident,2013-06-10,united states,non-fatal,airplane,piper,pa-46-310p,1.0,reciprocating,0.0,0.0,0.0,0.0,035323N,0973849W,no,oklahoma city,ok
"morrilton, ar",accident,2013-06-10,united states,non-fatal,airplane,cessna,150k,1.0,reciprocating,0.0,0.0,1.0,0.0,035810N,0924249W,no,morrilton,ar
"franklin, oh",accident,2013-06-10,united states,non-fatal,airplane,cessna,150g,1.0,reciprocating,0.0,0.0,0.0,0.0,393259N,0084183W,no,franklin,oh
"pampa, tx",accident,2013-06-11,united states,fatal,airplane,pipistrel,alpha trainer,1.0,reciprocating,1.0,1.0,0.0,1.0,355346N,1005957W,no,pampa,tx
"truckee, ca",accident,2013-06-11,united states,non-fatal,airplane,cirrus design corp,sr22,1.0,reciprocating,0.0,0.0,0.0,0.0,039197N,0120813W,no,truckee,ca
"newton, ms",accident,2013-06-12,united states,fatal,airplane,cessna,172k,1.0,reciprocating,1.0,1.0,0.0,1.0,321840N,0008985W,no,newton,ms
"louisville, ky",accident,2013-06-12,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,4.0,0.0,4.0,381357N,0854010W,no,louisville,ky
"morgantown, wv",accident,2013-06-12,united states,non-fatal,helicopter,hughes,th-55a,1.0,reciprocating,0.0,0.0,0.0,0.0,393623N,0080151W,no,morgantown,wv
"juneau, ak",accident,2013-06-12,united states,non-fatal,airplane,piper,pa-18a 150,1.0,reciprocating,0.0,0.0,0.0,0.0,582117N,1343434W,no,juneau,ak
"boise city, ok",accident,2013-06-12,united states,non-fatal,airplane,rockwell,s-2r,1.0,turbo prop,0.0,0.0,0.0,0.0,364627N,1023037W,no,boise city,ok
"oxford, nc",accident,2013-06-13,united states,non-fatal,airplane,beech,a23,1.0,reciprocating,0.0,0.0,2.0,0.0,362142N,0783145W,no,oxford,nc
"grand forks, nd",accident,2013-06-13,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,1.0,0.0,1.0,475650N,0971026W,no,grand forks,nd
"nashville, tn",accident,2013-06-13,united states,non-fatal,airplane,mcdonnell douglas aircraft co,md-88,2.0,turbo fan,0.0,0.0,0.0,0.0,036717N,0864025W,no,nashville,tn
"orangeburg, sc",accident,2013-06-13,united states,non-fatal,airplane,luscombe,8a,1.0,reciprocating,0.0,0.0,0.0,0.0,332316N,0805440W,no,orangeburg,sc
"reno, nv",accident,2013-06-14,united states,non-fatal,airplane,aero vodochody,l39c,1.0,turbo jet,0.0,0.0,0.0,0.0,039405N,1195235W,no,reno,nv
"salmon, id",accident,2013-06-14,united states,non-fatal,airplane,cessna,t210n,1.0,reciprocating,0.0,0.0,0.0,0.0,044584N,1144358W,no,salmon,id
"la pointe, wi",accident,2013-06-15,united states,fatal,airplane,piper,pa-24-260,1.0,reciprocating,2.0,0.0,0.0,0.0,464714N,0904558W,no,la pointe,wi
"victoria, tx",accident,2013-06-15,united states,non-fatal,airplane,aero commander,685,2.0,reciprocating,0.0,3.0,0.0,3.0,285040N,0965417W,no,victoria,tx
"needles, ca",accident,2013-06-16,united states,non-fatal,airplane,cessna,175,1.0,reciprocating,0.0,2.0,2.0,2.0,344649N,1143524W,no,needles,ca
"coolin, id",accident,2013-06-16,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,483115N,1164949W,no,coolin,id
"fresno, ca",accident,2013-06-16,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,0.0,0.0,0.0,364621N,0119434W,no,fresno,ca
"minot, nd",accident,2013-06-16,united states,non-fatal,airplane,air tractor inc,at-802a,1.0,turbo prop,0.0,1.0,0.0,1.0,482325N,1012958W,no,minot,nd
"st paul, mn",accident,2013-06-16,united states,non-fatal,airplane,beech,58p,2.0,reciprocating,0.0,0.0,1.0,0.0,044565N,0093337W,no,st paul,mn
"waihee-waiehu, hi",accident,2013-06-17,united states,non-fatal,airplane,piper,pa-28-181,1.0,reciprocating,0.0,0.0,0.0,0.0,205355N,1562549W,no,waihee-waiehu,hi
"carrizo springs, tx",accident,2013-06-17,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,283120N,0994925W,no,carrizo springs,tx
"durango, co",accident,2013-06-18,united states,non-fatal,airplane,piper,pa-28r-180,1.0,reciprocating,0.0,0.0,0.0,0.0,003795N,1074513W,no,durango,co
"cincinnati, oh",accident,2013-06-18,united states,non-fatal,airplane,israel aircraft industries,1124,2.0,turbo fan,0.0,0.0,0.0,0.0,039612N,0084257W,no,cincinnati,oh
"danbury, tx",accident,2013-06-19,united states,non-fatal,helicopter,enstrom,f-28a,1.0,reciprocating,0.0,0.0,0.0,0.0,291416N,0952025W,no,danbury,tx
"clearwater, fl",accident,2013-06-19,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,027545N,0082404W,no,clearwater,fl
"dillingham, ak",accident,2013-06-19,united states,non-fatal,airplane,cub crafters inc,cc11-100,1.0,reciprocating,0.0,0.0,0.0,0.0,059418N,0158222W,no,dillingham,ak
"cleveland, ga",accident,2013-06-19,united states,non-fatal,airplane,aerotek inc,pitts s-2b,1.0,reciprocating,0.0,0.0,0.0,0.0,343325N,0834229W,no,cleveland,ga
"lansing, mi",accident,2013-06-19,united states,non-fatal,airplane,piper,pa-32-301t,1.0,reciprocating,0.0,0.0,0.0,0.0,424724N,0843524W,no,lansing,mi
"burlington, vt",accident,2013-06-19,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,442819N,0073911W,no,burlington,vt
"dayton, oh",accident,2013-06-20,united states,non-fatal,airplane,piper,pa-30,2.0,reciprocating,0.0,0.0,0.0,0.0,395415N,0084136W,no,dayton,oh
